Truth,MOS,MOS_Var,n_votes,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
4.7700000000000005,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
4.16,4.0,0.8888888888888888,10,3,3,4,5,3,5,5,3,5,4
2.69,2.6,1.3777777777777778,10,3,3,1,3,1,4,3,1,4,3
1.55,1.6,0.7111111111111111,10,1,2,1,1,1,1,3,1,2,3
4.96,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
4.14,4.1,0.3222222222222222,10,3,4,4,4,5,4,4,4,4,5
4.71,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
3.62,3.4,0.9333333333333333,10,3,3,5,4,3,2,5,3,3,3
2.93,2.6,1.377777777777778,10,1,4,4,1,3,3,1,3,3,3
4.24,3.9,0.7666666666666666,10,3,4,3,3,4,5,5,3,5,4
3.93,3.7,1.3444444444444443,10,4,5,4,4,3,5,2,2,5,3
2.33,2.4,0.9333333333333333,10,2,2,3,1,3,2,3,4,3,1
1.83,1.5,0.5,10,1,1,1,1,2,2,1,1,3,2
4.09,4.0,0.6666666666666666,10,4,5,2,4,4,4,5,4,4,4
1.95,2.3,0.8999999999999999,10,3,2,2,1,1,4,3,2,3,2
1.34,1.1,0.09999999999999999,10,1,1,2,1,1,1,1,1,1,1
1.17,1.1,0.1,10,1,1,1,1,1,1,1,1,1,2
4.07,3.9,0.9888888888888887,10,5,2,3,4,4,4,3,5,5,4
2.32,2.5,0.5,10,3,3,1,3,2,3,2,3,3,2
4.35,4.6,0.4888888888888887,10,3,5,4,5,5,4,5,5,5,5
4.16,4.4,0.4888888888888888,10,5,5,4,4,3,5,4,5,5,4
2.96,2.8,0.39999999999999997,10,2,2,3,3,3,4,2,3,3,3
4.71,4.8,0.17777777777777773,10,5,5,5,4,5,5,5,5,5,4
3.05,3.1,0.5444444444444444,10,3,4,3,3,3,3,2,2,4,4
1.22,1.2,0.17777777777777778,10,1,1,1,1,1,1,1,1,2,2
3.77,3.1,1.6555555555555557,10,5,2,4,2,4,2,3,2,5,2
1.76,2.0,1.3333333333333333,10,3,3,1,1,1,2,3,1,4,1
1.92,2.2,0.8444444444444444,10,3,2,2,3,2,4,1,1,2,2
4.57,4.8,0.17777777777777773,10,5,4,5,5,5,5,5,5,4,5
4.87,4.8,0.17777777777777776,10,5,5,5,5,5,5,5,4,5,4
1.58,1.5,0.5,10,1,1,1,1,2,1,3,2,2,1
3.01,3.9,0.5444444444444443,10,5,4,4,2,4,4,4,4,4,4
4.76,4.9,0.09999999999999996,10,5,4,5,5,5,5,5,5,5,5
1.42,1.7,0.4555555555555555,10,1,2,2,1,1,2,2,1,3,2
1.67,1.8,0.6222222222222222,10,2,2,1,1,1,2,3,3,1,2
2.08,2.1,0.5444444444444446,10,3,3,1,2,2,2,2,2,3,1
1.27,1.2,0.17777777777777778,10,1,1,1,1,1,1,1,1,2,2
1.38,1.4,0.2666666666666667,10,1,1,2,1,1,1,1,2,2,2
1.2,1.4,0.2666666666666667,10,2,1,1,2,2,1,1,2,1,1
4.220000000000001,3.8,0.6222222222222222,10,4,3,3,4,3,5,5,3,4,4
4.5600000000000005,4.3,0.23333333333333334,10,5,4,4,4,5,4,4,5,4,4
1.6,1.6,0.48888888888888904,10,1,2,2,3,1,1,2,1,1,2
3.7,3.4,0.48888888888888893,10,3,4,4,4,3,4,3,2,4,3
1.35,1.1,0.09999999999999999,10,1,1,1,1,1,1,2,1,1,1
2.65,3.0,0.4444444444444444,10,3,3,3,3,4,3,2,4,3,2
1.19,1.5,0.2777777777777778,10,2,2,2,1,1,2,2,1,1,1
3.33,3.2,1.0666666666666669,10,2,3,3,4,4,3,4,1,4,4
2.31,2.3,0.8999999999999999,10,1,2,3,3,2,1,2,4,3,2
3.27,2.6,1.155555555555556,10,3,4,4,3,1,2,2,3,3,1
2.66,2.4,1.3777777777777775,10,1,3,2,2,1,4,1,3,3,4
1.92,1.7,0.45555555555555544,10,3,1,1,2,1,1,2,2,2,2
3.06,2.8,0.6222222222222222,10,2,2,2,3,3,3,4,2,3,4
1.67,1.8,0.4000000000000001,10,1,2,1,2,2,1,3,2,2,2
4.970000000000001,4.9,0.09999999999999996,10,5,4,5,5,5,5,5,5,5,5
1.44,1.7,0.4555555555555555,10,2,2,1,1,3,2,1,1,2,2
1.78,1.6,0.48888888888888904,10,1,2,1,3,1,2,1,2,1,2
4.57,4.7,0.23333333333333334,10,5,5,4,4,5,5,5,5,5,4
2.85,2.8,1.0666666666666669,10,3,1,2,2,2,4,4,3,3,4
2.51,2.7,2.011111111111111,10,2,1,4,1,4,4,4,1,2,4
2.64,2.5,0.5,10,3,3,3,3,2,1,3,2,3,2
2.65,2.4,0.9333333333333333,10,3,3,1,4,3,1,2,2,3,2
4.86,4.7,0.4555555555555555,10,5,5,4,5,5,5,5,3,5,5
2.27,2.0,1.1111111111111112,10,1,3,1,1,2,1,2,2,3,4
4.85,4.6,0.48888888888888893,10,5,5,4,5,4,5,5,5,5,3
2.87,2.7,1.1222222222222222,10,1,3,3,4,1,3,3,3,4,2
3.12,2.6,0.9333333333333333,10,2,2,2,2,3,3,2,2,3,5
1.16,1.2,0.1777777777777778,10,1,1,1,1,1,2,1,2,1,1
3.73,3.9,0.32222222222222235,10,5,4,4,3,4,4,4,4,4,3
2.77,2.6,1.3777777777777778,10,3,5,1,1,3,3,2,3,3,2
1.91,1.7,0.6777777777777778,10,3,1,3,1,1,1,1,2,2,2
3.94,3.6,1.3777777777777775,10,5,2,4,3,4,3,2,5,5,3
1.57,1.5,0.2777777777777778,10,1,2,2,2,1,2,1,1,2,1
4.21,3.9,0.9888888888888889,10,5,4,5,5,3,2,4,4,3,4
2.09,1.9,0.3222222222222223,10,2,1,1,2,3,2,2,2,2,2
3.91,3.9,0.9888888888888889,10,3,5,4,5,3,3,3,5,5,3
1.4,1.3,0.23333333333333334,10,1,1,1,2,1,2,1,1,2,1
2.49,2.4,1.1555555555555557,10,3,4,2,4,2,1,3,2,2,1
3.99,4.1,0.5444444444444444,10,4,3,3,5,4,4,4,5,5,4
2.43,2.9,0.5444444444444444,10,3,4,3,3,3,3,3,1,3,3
3.39,3.6,1.1555555555555554,10,3,3,5,3,5,2,4,3,5,3
1.4,1.6,0.2666666666666667,10,2,2,2,2,1,1,2,2,1,1
1.43,1.4,0.2666666666666667,10,1,1,1,2,1,2,1,2,2,1
1.97,1.9,0.5444444444444444,10,2,1,2,2,3,2,2,3,1,1
2.63,2.8,0.8444444444444444,10,4,2,2,4,2,3,2,3,4,2
1.14,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
2.72,2.6,1.3777777777777778,10,2,3,1,3,3,3,3,5,2,1
1.36,1.3,0.23333333333333334,10,1,1,2,1,1,2,1,1,1,2
2.13,2.4,1.155555555555556,10,2,1,3,2,2,1,3,2,4,4
1.15,1.2,0.17777777777777784,10,2,2,1,1,1,1,1,1,1,1
2.8600000000000003,3.1,1.2111111111111112,10,4,3,3,1,3,5,2,3,3,4
1.88,2.1,0.5444444444444444,10,2,2,2,1,1,2,2,3,3,3
1.98,2.2,1.7333333333333336,10,1,1,3,5,1,2,3,1,3,2
1.36,1.8,0.6222222222222223,10,3,3,2,2,1,1,1,2,2,1
1.25,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
3.95,3.4,0.7111111111111112,10,4,4,2,4,2,3,4,4,4,3
3.92,4.1,0.7666666666666666,10,4,4,4,5,5,3,3,5,3,5
3.8,3.8,0.6222222222222222,10,4,4,4,4,4,4,4,3,5,2
2.35,2.5,1.1666666666666667,10,3,2,3,2,2,2,1,5,3,2
2.22,2.5,0.9444444444444444,10,3,1,3,1,3,2,4,2,3,3
3.23,2.8,0.39999999999999997,10,3,2,4,2,3,3,2,3,3,3
2.1,2.2,0.8444444444444444,10,3,3,1,2,1,2,3,3,1,3
3.08,3.0,0.4444444444444444,10,3,3,2,3,3,3,4,3,2,4
1.54,1.3,0.23333333333333334,10,1,1,2,1,1,1,1,1,2,2
3.33,3.5,0.9444444444444444,10,4,3,3,5,2,4,4,4,4,2
2.44,1.9,1.211111111111111,10,3,1,2,2,1,1,1,1,3,4
1.3,1.6,0.2666666666666667,10,1,2,2,2,1,1,2,1,2,2
3.39,3.4,0.7111111111111112,10,2,3,3,3,5,3,3,4,4,4
2.4,2.3,1.3444444444444443,10,2,3,2,2,3,2,1,5,1,2
4.94,4.8,0.17777777777777773,10,4,4,5,5,5,5,5,5,5,5
4.44,4.1,0.9888888888888887,10,5,4,3,4,4,5,5,2,4,5
4.73,4.9,0.09999999999999998,10,5,5,5,5,5,4,5,5,5,5
3.52,3.3,0.4555555555555555,10,3,2,4,3,3,4,3,3,4,4
4.8,4.7,0.23333333333333334,10,4,5,4,5,5,4,5,5,5,5
4.0600000000000005,4.2,0.39999999999999997,10,3,4,4,4,4,4,5,5,5,4
2.65,2.6,0.7111111111111112,10,3,2,2,3,4,3,3,1,3,2
2.58,3.0,1.1111111111111112,10,4,4,3,2,3,4,2,4,3,1
3.03,3.3,0.8999999999999999,10,2,4,3,2,3,5,3,4,3,4
4.34,4.2,0.8444444444444444,10,2,4,5,5,5,5,4,4,4,4
3.87,4.0,0.8888888888888888,10,4,5,5,3,5,5,4,3,3,3
2.01,2.2,0.6222222222222222,10,3,3,3,3,2,2,2,2,1,1
4.48,4.6,0.4888888888888888,10,5,5,3,5,5,5,5,4,5,4
1.5,1.8,0.6222222222222222,10,1,2,1,1,1,3,3,2,2,2
3.62,3.6,1.5999999999999999,10,4,5,2,2,4,5,3,5,4,2
3.15,2.9,0.32222222222222224,10,2,3,3,3,4,3,3,3,3,2
4.529999999999999,4.5,0.5,10,4,4,4,5,5,5,5,5,5,3
4.34,4.4,0.26666666666666666,10,4,5,4,5,5,4,4,5,4,4
1.32,1.3,0.23333333333333334,10,1,2,1,1,1,2,1,1,1,2
3.46,3.4,1.1555555555555557,10,3,5,4,4,2,5,3,3,3,2
2.42,2.3,0.6777777777777777,10,2,3,4,3,2,2,1,2,2,2
3.66,3.7,0.8999999999999999,10,3,4,3,2,4,5,4,5,3,4
2.87,2.8,0.6222222222222222,10,4,3,2,4,2,2,3,2,3,3
4.93,4.9,0.09999999999999998,10,5,5,5,5,5,4,5,5,5,5
4.2700000000000005,4.1,0.5444444444444444,10,3,5,5,4,4,5,4,3,4,4
1.52,1.3,0.23333333333333334,10,2,1,2,2,1,1,1,1,1,1
3.43,3.9,0.32222222222222224,10,5,4,4,4,4,3,4,4,4,3
4.94,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
2.79,3.2,0.8444444444444444,10,3,4,2,2,4,3,4,4,2,4
1.16,1.2,0.1777777777777778,10,1,1,1,1,2,2,1,1,1,1
2.75,2.7,1.3444444444444443,10,4,2,2,5,1,3,3,3,2,2
1.34,1.3,0.4555555555555555,10,1,1,1,2,1,1,1,3,1,1
1.23,1.4,0.2666666666666667,10,2,2,1,2,2,1,1,1,1,1
3.34,3.3,1.1222222222222222,10,5,3,3,3,4,4,4,3,3,1
3.99,3.5,0.5,10,4,3,5,4,3,3,3,4,3,3
1.88,2.0,0.4444444444444444,10,1,2,2,3,2,1,2,3,2,2
2.18,1.4,0.2666666666666667,10,1,1,2,2,1,1,1,1,2,2
1.31,1.2,0.4,10,1,1,1,1,1,1,1,1,3,1
4.4,4.1,0.5444444444444444,10,4,4,3,5,5,4,4,3,5,4
2.48,3.1,1.211111111111111,10,3,2,3,3,2,2,5,3,3,5
4.32,4.5,0.2777777777777778,10,5,5,5,4,4,4,5,5,4,4
4.5,4.4,0.26666666666666666,10,4,5,4,4,5,4,4,5,4,5
1.55,1.9,0.32222222222222235,10,3,2,1,2,2,1,2,2,2,2
2.29,2.8,0.6222222222222222,10,3,3,2,2,4,3,2,3,2,4
1.2,1.2,0.4000000000000001,10,1,3,1,1,1,1,1,1,1,1
1.93,2.5,0.9444444444444444,10,3,2,2,4,2,3,1,2,2,4
1.11,1.2,0.17777777777777778,10,1,1,1,1,1,1,2,2,1,1
3.0,3.2,0.6222222222222222,10,4,3,2,2,4,3,4,4,3,3
4.83,4.9,0.09999999999999998,10,5,5,5,5,5,4,5,5,5,5
2.2,2.3,1.788888888888889,10,3,4,1,2,1,1,2,2,2,5
2.17,2.4,1.1555555555555554,10,3,2,3,3,1,3,4,1,1,3
2.26,2.3,0.23333333333333334,10,3,2,3,2,3,2,2,2,2,2
4.94,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
2.1,2.4,0.7111111111111112,10,2,1,2,3,3,2,4,3,2,2
3.19,3.2,0.6222222222222222,10,3,4,2,3,4,4,4,3,2,3
4.91,4.9,0.09999999999999996,10,4,5,5,5,5,5,5,5,5,5
2.3,2.2,0.6222222222222222,10,4,2,1,2,2,2,2,3,2,2
1.7,1.5,0.7222222222222222,10,2,1,1,1,1,1,1,1,3,3
3.56,3.6,0.9333333333333333,10,3,3,3,4,4,5,3,2,4,5
4.35,4.7,0.23333333333333334,10,5,5,5,5,5,5,4,5,4,4
4.79,4.6,0.26666666666666666,10,4,5,5,5,4,4,4,5,5,5
2.37,2.3,0.6777777777777777,10,2,3,2,2,3,4,2,1,2,2
3.2,3.1,1.6555555555555554,10,4,5,3,4,1,1,3,3,4,3
1.71,2.0,0.4444444444444444,10,2,1,3,2,1,2,2,3,2,2
4.39,4.3,0.8999999999999999,10,5,2,5,5,4,5,4,4,5,4
1.23,1.4,0.7111111111111114,10,3,1,1,1,1,3,1,1,1,1
1.59,1.5,0.2777777777777778,10,1,2,2,1,2,1,2,2,1,1
1.05,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
3.08,3.4,1.3777777777777775,10,3,4,4,4,1,5,2,4,3,4
2.22,2.9,0.7666666666666669,10,2,3,4,3,4,3,3,3,3,1
4.87,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
2.58,2.6,1.377777777777778,10,1,3,3,3,1,4,3,4,3,1
3.54,3.6,0.7111111111111112,10,4,4,4,3,2,4,3,4,3,5
1.52,1.3,0.4555555555555555,10,1,1,1,2,1,3,1,1,1,1
3.84,4.0,0.6666666666666666,10,3,5,4,4,4,4,3,5,3,5
2.35,2.1,1.2111111111111112,10,1,4,2,2,1,4,2,2,1,2
1.69,1.5,0.2777777777777778,10,2,1,2,2,1,1,2,1,1,2
2.57,2.2,0.17777777777777773,10,2,2,2,2,3,2,2,2,3,2
1.24,1.2,0.1777777777777778,10,1,1,1,1,2,1,1,2,1,1
3.12,2.8,1.2888888888888888,10,2,2,4,3,1,3,3,2,3,5
4.92,4.9,0.09999999999999996,10,4,5,5,5,5,5,5,5,5,5
1.73,1.3,0.23333333333333334,10,1,1,2,1,1,2,1,2,1,1
4.65,4.6,0.4888888888888888,10,5,5,5,5,4,5,3,4,5,5
4.04,4.1,0.5444444444444444,10,4,4,5,4,5,3,4,3,5,4
3.39,3.3,1.3444444444444443,10,3,3,3,5,4,4,1,4,4,2
3.22,3.8,0.39999999999999997,10,3,3,4,4,4,4,5,3,4,4
4.43,4.8,0.17777777777777773,10,5,5,5,5,4,5,4,5,5,5
3.19,2.7,1.5666666666666667,10,2,4,3,2,2,4,1,4,4,1
1.04,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
4.779999999999999,4.6,0.26666666666666666,10,5,4,5,5,4,4,4,5,5,5
4.89,4.7,0.23333333333333334,10,5,5,5,4,5,5,5,5,4,4
2.39,2.2,0.8444444444444444,10,2,2,1,4,3,2,2,1,3,2
3.54,3.0,0.6666666666666666,10,4,2,2,4,3,2,3,4,3,3
1.29,1.3,0.23333333333333334,10,2,2,2,1,1,1,1,1,1,1
3.23,3.2,0.6222222222222222,10,3,2,3,4,3,4,4,4,2,3
2.59,2.7,0.6777777777777778,10,2,2,3,2,2,4,3,2,4,3
1.94,2.7,1.3444444444444443,10,4,3,3,4,4,2,3,1,2,1
3.72,3.4,1.155555555555556,10,3,3,2,5,2,3,4,4,5,3
3.86,3.3,0.4555555555555555,10,4,2,3,3,4,4,3,3,3,4
1.59,1.5,0.5,10,1,1,1,2,2,1,1,1,3,2
2.44,2.4,0.48888888888888893,10,2,3,2,3,3,2,2,3,1,3
1.46,1.7,0.4555555555555555,10,2,1,2,3,1,2,2,2,1,1
2.95,3.0,1.5555555555555556,10,3,4,3,2,5,2,2,4,1,4
4.75,4.8,0.17777777777777773,10,5,4,5,5,5,4,5,5,5,5
1.27,1.5,0.5,10,1,2,3,2,1,1,1,2,1,1
4.84,4.8,0.17777777777777773,10,5,5,4,5,5,4,5,5,5,5
3.8,3.6,0.9333333333333336,10,4,4,4,4,3,2,5,2,4,4
4.42,4.5,0.5,10,4,5,3,4,5,4,5,5,5,5
3.56,3.5,1.6111111111111112,10,4,5,3,5,3,3,1,3,3,5
1.44,1.2,0.17777777777777784,10,2,1,2,1,1,1,1,1,1,1
1.44,2.0,1.1111111111111112,10,1,2,3,1,3,4,2,2,1,1
3.63,3.9,0.9888888888888887,10,5,4,4,3,5,2,4,3,5,4
2.96,3.2,0.8444444444444444,10,3,4,3,4,4,1,3,3,3,4
4.73,4.8,0.17777777777777773,10,5,5,5,5,4,5,5,5,4,5
4.6,4.9,0.09999999999999999,10,5,5,5,5,5,5,5,5,5,4
2.35,2.0,0.6666666666666666,10,3,2,1,3,2,2,1,3,2,1
4.1,4.1,0.7666666666666666,10,5,4,4,4,5,4,4,2,5,4
2.02,1.7,0.4555555555555556,10,1,1,2,2,2,2,1,2,3,1
3.95,4.0,0.6666666666666666,10,4,4,2,4,5,4,4,4,5,4
3.05,3.6,1.155555555555556,10,4,2,4,4,5,5,3,3,4,2
4.18,3.8,1.066666666666667,10,3,5,5,4,5,2,4,3,3,4
1.97,1.8,0.6222222222222222,10,1,3,2,1,1,3,2,1,2,2
4.970000000000001,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
2.25,2.3,1.1222222222222222,10,1,3,2,1,2,3,4,1,3,3
1.68,1.4,0.2666666666666667,10,1,1,2,1,2,1,1,1,2,2
4.57,4.6,0.26666666666666666,10,5,4,5,5,4,4,5,4,5,5
4.73,4.6,0.26666666666666666,10,5,5,4,5,4,4,5,4,5,5
3.68,3.8,0.8444444444444444,10,5,4,4,4,4,2,4,3,5,3
4.17,4.3,0.6777777777777777,10,3,5,4,3,5,5,5,4,4,5
2.36,2.2,0.39999999999999997,10,3,3,3,2,2,2,1,2,2,2
4.99,4.9,0.09999999999999998,10,5,5,5,5,4,5,5,5,5,5
3.01,2.7,0.8999999999999999,10,2,5,2,3,2,3,2,2,3,3
2.18,2.1,0.9888888888888889,10,3,1,1,2,2,3,2,1,2,4
2.2,1.7,0.8999999999999999,10,1,1,2,1,2,2,2,1,4,1
2.91,3.0,0.6666666666666666,10,2,4,4,3,2,2,3,3,3,4
3.03,3.4,0.9333333333333333,10,3,5,2,2,4,4,3,4,3,4
2.98,2.6,0.9333333333333333,10,3,2,2,5,2,3,2,2,3,2
1.39,1.6,0.7111111111111112,10,3,1,1,1,1,1,1,3,2,2
4.62,4.6,0.2666666666666667,10,5,5,4,4,5,5,4,5,5,4
2.68,2.9,0.9888888888888887,10,2,2,4,4,3,3,3,3,4,1
2.58,2.5,0.7222222222222222,10,3,4,3,2,3,2,2,3,1,2
3.57,3.6,1.1555555555555557,10,4,5,3,2,4,2,4,3,5,4
2.15,2.4,0.2666666666666667,10,2,2,3,2,2,2,2,3,3,3
1.08,1.2,0.17777777777777778,10,1,1,1,1,1,1,1,1,2,2
2.16,1.5,0.5,10,3,2,1,1,1,1,2,1,1,2
4.08,3.7,1.1222222222222222,10,4,5,2,5,4,2,4,4,3,4
3.96,3.9,0.9888888888888889,10,3,4,3,5,4,5,4,5,4,2
2.47,2.3,1.3444444444444443,10,1,2,3,2,2,1,4,3,1,4
4.61,4.7,0.23333333333333334,10,5,4,5,5,4,5,5,5,4,5
4.55,4.4,0.26666666666666666,10,4,5,5,4,5,4,5,4,4,4
3.39,3.4,1.3777777777777775,10,4,5,2,5,2,4,3,3,4,2
2.8600000000000003,2.9,0.7666666666666666,10,3,4,3,2,4,3,4,2,2,2
2.89,3.0,1.1111111111111112,10,3,4,2,2,3,2,3,5,4,2
2.83,2.9,1.4333333333333333,10,2,4,5,3,3,3,2,1,4,2
2.81,3.1,1.4333333333333336,10,4,5,3,1,2,3,4,4,2,3
4.65,4.7,0.4555555555555555,10,5,4,3,5,5,5,5,5,5,5
3.01,3.5,0.7222222222222222,10,3,4,4,3,2,3,3,4,4,5
3.64,3.4,0.48888888888888893,10,4,3,4,4,3,3,4,4,3,2
4.15,4.1,0.9888888888888887,10,4,5,4,4,5,4,5,3,5,2
3.46,3.1,0.9888888888888889,10,2,3,3,4,3,4,2,5,2,3
1.38,1.1,0.09999999999999999,10,1,2,1,1,1,1,1,1,1,1
1.4,1.3,0.4555555555555555,10,1,1,2,1,1,1,1,1,3,1
2.85,2.9,0.9888888888888887,10,2,3,4,2,2,2,4,4,2,4
1.1,1.4,0.2666666666666667,10,2,1,2,2,1,2,1,1,1,1
1.9,2.0,1.7777777777777777,10,1,1,3,1,1,4,4,1,3,1
3.65,3.6,0.7111111111111112,10,4,5,4,4,4,3,4,3,2,3
2.36,2.2,0.6222222222222222,10,2,3,2,2,1,2,3,3,3,1
4.08,4.0,0.4444444444444444,10,5,4,4,3,4,5,4,4,3,4
1.5,1.5,0.5,10,1,1,1,2,1,1,1,2,3,2
3.3600000000000003,3.4,0.9333333333333333,10,4,2,4,4,4,2,4,4,2,4
2.46,2.4,1.822222222222222,10,1,4,1,4,3,1,2,3,4,1
1.67,1.7,0.4555555555555556,10,1,2,2,2,1,1,2,3,1,2
3.17,3.8,0.8444444444444444,10,3,4,4,4,4,3,2,5,5,4
4.3100000000000005,4.2,0.39999999999999997,10,5,4,4,4,5,3,4,4,4,5
2.88,2.5,0.9444444444444444,10,2,2,2,4,1,4,2,3,2,3
3.52,3.4,0.9333333333333333,10,5,2,4,3,2,4,4,3,3,4
4.43,4.5,0.5,10,5,5,5,4,4,5,4,5,5,3
3.58,3.5,0.9444444444444444,10,4,4,4,4,3,2,3,5,4,2
4.76,4.7,0.4555555555555555,10,5,5,5,5,5,5,5,4,5,3
1.01,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
2.63,3.0,1.7777777777777777,10,4,3,3,2,2,5,3,5,2,1
2.78,3.0,0.8888888888888888,10,3,3,3,3,4,1,2,4,4,3
1.55,1.3,0.45555555555555544,10,1,1,2,1,3,1,1,1,1,1
2.38,2.1,0.3222222222222222,10,3,2,2,2,2,2,2,2,3,1
1.52,1.6,0.2666666666666667,10,2,1,2,2,2,2,2,1,1,1
4.05,3.7,0.8999999999999999,10,4,4,3,4,5,3,4,3,2,5
1.34,1.2,0.17777777777777778,10,1,1,1,1,1,1,1,2,1,2
3.78,3.5,1.1666666666666667,10,4,5,2,3,2,4,3,3,4,5
4.46,4.5,0.5,10,4,5,5,5,5,5,5,4,3,4
4.64,4.6,0.4888888888888888,10,5,5,5,5,3,4,5,5,4,5
1.73,2.1,0.5444444444444445,10,3,2,3,2,1,2,2,2,1,3
1.45,1.5,0.5,10,3,1,2,1,1,2,1,2,1,1
1.83,2.1,0.5444444444444445,10,2,1,3,3,2,2,2,3,1,2
1.62,2.1,0.9888888888888892,10,1,2,2,2,3,2,1,4,1,3
2.28,2.5,0.7222222222222222,10,3,3,2,3,3,3,1,3,1,3
1.35,1.1,0.09999999999999999,10,2,1,1,1,1,1,1,1,1,1
3.07,3.2,0.6222222222222222,10,3,4,2,4,3,4,3,2,4,3
4.88,4.7,0.23333333333333334,10,5,5,5,5,4,4,5,5,4,5
4.29,4.5,0.2777777777777778,10,5,4,5,4,5,4,4,5,4,5
4.04,3.9,0.7666666666666666,10,5,5,3,4,3,4,3,4,3,5
3.49,3.6,1.6,10,3,4,5,2,4,1,4,5,4,4
3.94,3.8,0.39999999999999997,10,3,4,4,3,4,3,5,4,4,4
4.43,4.3,0.4555555555555555,10,4,5,5,5,4,4,3,5,4,4
1.94,2.0,0.6666666666666666,10,2,3,3,2,1,2,1,2,1,3
3.6,3.4,1.1555555555555557,10,4,4,3,3,3,2,3,5,5,2
2.53,2.8,1.0666666666666667,10,3,3,2,3,3,3,5,2,1,3
4.62,4.4,0.9333333333333333,10,5,5,5,3,5,5,5,3,3,5
2.63,2.9,0.5444444444444445,10,3,2,3,3,2,2,4,3,4,3
1.99,2.6,1.6,10,4,2,3,4,1,1,1,3,4,3
2.58,1.8,1.0666666666666667,10,1,2,1,1,1,4,3,2,2,1
2.87,3.1,0.7666666666666666,10,3,5,3,2,3,3,3,2,3,4
3.27,3.5,0.9444444444444444,10,3,3,2,4,5,4,3,3,5,3
1.86,1.8,0.4000000000000001,10,1,2,1,2,2,1,2,3,2,2
1.74,1.8,0.8444444444444446,10,1,3,3,1,2,1,1,1,2,3
4.46,4.7,0.23333333333333334,10,5,4,4,5,5,5,5,4,5,5
3.23,3.4,1.8222222222222224,10,5,3,5,5,4,2,3,3,1,3
1.93,1.9,0.7666666666666665,10,1,3,2,3,1,2,1,3,2,1
1.43,1.4,0.2666666666666667,10,1,1,1,2,1,1,1,2,2,2
1.14,1.3,0.23333333333333334,10,1,2,1,1,1,1,2,1,2,1
1.76,1.8,0.4000000000000001,10,1,2,2,1,3,2,2,2,1,2
4.1,3.9,1.2111111111111112,10,4,3,5,4,5,3,5,2,3,5
2.82,2.3,1.1222222222222222,10,3,1,2,2,4,3,1,1,3,3
3.13,3.4,1.1555555555555557,10,2,3,3,4,4,5,3,3,5,2
4.92,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
2.18,1.8,0.6222222222222223,10,3,3,2,2,1,2,2,1,1,1
2.14,2.0,0.4444444444444444,10,2,2,2,2,1,3,2,1,2,3
3.94,3.9,0.7666666666666666,10,5,4,4,4,4,5,4,2,4,3
3.06,2.8,1.7333333333333334,10,4,3,1,1,4,1,3,4,4,3
1.86,1.7,0.6777777777777777,10,1,3,1,1,2,3,1,2,1,2
3.02,3.0,1.1111111111111112,10,4,4,2,4,1,4,3,3,2,3
1.24,1.2,0.17777777777777784,10,1,2,1,1,1,1,2,1,1,1
2.32,2.7,1.788888888888889,10,3,4,1,2,5,1,4,3,2,2
1.87,2.1,0.7666666666666666,10,1,1,3,2,1,2,3,3,3,2
1.06,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
1.64,1.7,0.6777777777777777,10,3,1,1,1,1,1,2,2,3,2
2.39,2.2,0.17777777777777776,10,2,2,2,2,2,3,2,2,3,2
1.6,1.5,0.2777777777777778,10,2,2,1,2,1,1,2,1,2,1
4.82,5.0,0.0,10,5,5,5,5,5,5,5,5,5,5
1.16,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
2.85,2.7,1.788888888888889,10,2,3,5,1,2,4,1,4,3,2
1.0,1.0,0.0,10,1,1,1,1,1,1,1,1,1,1
1.85,1.7,0.6777777777777778,10,2,1,1,2,1,1,2,3,3,1
1.6,1.4,0.2666666666666667,10,1,1,1,1,2,2,1,1,2,2
2.8,2.9,1.4333333333333331,10,4,2,2,4,2,3,1,3,3,5
3.22,2.9,0.7666666666666665,10,3,2,3,4,4,2,4,2,2,3
1.51,2.0,0.6666666666666666,10,2,2,3,3,1,2,2,3,1,1
3.93,3.8,1.0666666666666669,10,3,4,4,2,4,3,5,3,5,5
2.31,2.2,0.39999999999999997,10,2,2,2,1,3,3,2,2,2,3
3.63,3.5,0.7222222222222222,10,4,3,3,4,5,3,4,4,2,3
1.45,1.1,0.1,10,1,1,1,1,1,1,1,1,1,2
3.28,3.0,0.4444444444444444,10,3,4,3,4,2,3,3,3,2,3
3.27,3.7,0.6777777777777777,10,4,3,5,4,4,2,3,4,4,4
4.3,4.5,0.2777777777777778,10,4,4,5,5,5,5,5,4,4,4
